Standard Levels = 0. -10. -20. -30. -50. -75. -100. -125. -150. -200. -250. -300. -400. -500. -600. -700. -800. -900. -1000. -1100. -1200. -1300. -1400. -1500. -1750. -2000. -2500. -3000. -3500. -4000
 -1.6439   -1.6483   -1.6438   -1.6103   -1.4847   -1.1666   -1.3346   -1.4100 -1.4839   -1.3940   -0.6705   -0.0993    0.3507    0.4603    0.3424    0.2244    0.1094   -0.0021   -0.1136   -0.1733   -0.2332   -0.2930   -0.3528   -0.4127    -0.4618   -0.5108   -0.5149   -0.5201   -0.5194   -0.5688
30.4814   30.4989   30.4147   30.4581   30.7834   31.8835   32.3294   32.6189 32.9093   33.5459   34.3135   34.5911   34.7909   34.8295   34.8452   34.8607  34.8720   34.8786   34.8853   34.8922   34.8987   34.9051   34.9115   34.9179  34.9314   34.9452   34.9487   34.9574   34.9686   34.9686
 -1.6439   -1.6483   -1.6438   -1.6103   -1.4847   -1.1666   -1.3346   -1.4100 -1.4839   -1.3940   -0.6705   -0.0993    0.3507    0.4603    0.3424    0.2244    0.1094   -0.0021   -0.1136   -0.1733   -0.2332   -0.2930   -0.3528   -0.4127    -0.4618   -0.5108   -0.5149   -0.5201   -0.5194   -0.5688
30.4814   30.4989   30.4147   30.4581   30.7834   31.8835   32.3294   32.6189 32.9093   33.5459   34.3135   34.5911   34.7909   34.8295   34.8452   34.8607  34.8720   34.8786   34.8853   34.8922   34.8987   34.9051   34.9115   34.9179  34.9314   34.9452   34.9487   34.9574   34.9686   34.9686
 -1.6439   -1.6483   -1.6438   -1.6103   -1.4847   -1.1666   -1.3346   -1.4100 -1.4839   -1.3940   -0.6705   -0.0993    0.3507    0.4603    0.3424    0.2244    0.1094   -0.0021   -0.1136   -0.1733   -0.2332   -0.2930   -0.3528   -0.4127    -0.4618   -0.5108   -0.5149   -0.5201   -0.5194   -0.5688
30.4814   30.4989   30.4147   30.4581   30.7834   31.8835   32.3294   32.6189 32.9093   33.5459   34.3135   34.5911   34.7909   34.8295   34.8452   34.8607  34.8720   34.8786   34.8853   34.8922   34.8987   34.9051   34.9115   34.9179  34.9314   34.9452   34.9487   34.9574   34.9686   34.9686
 -1.6439   -1.6483   -1.6438   -1.6103   -1.4847   -1.1666   -1.3346   -1.4100 -1.4839   -1.3940   -0.6705   -0.0993    0.3507    0.4603    0.3424    0.2244    0.1094   -0.0021   -0.1136   -0.1733   -0.2332   -0.2930   -0.3528   -0.4127    -0.4618   -0.5108   -0.5149   -0.5201   -0.5194   -0.5688
30.4814   30.4989   30.4147   30.4581   30.7834   31.8835   32.3294   32.6189 32.9093   33.5459   34.3135   34.5911   34.7909   34.8295   34.8452   34.8607  34.8720   34.8786   34.8853   34.8922   34.8987   34.9051   34.9115   34.9179  34.9314   34.9452   34.9487   34.9574   34.9686   34.9686
 -1.6439   -1.6483   -1.6438   -1.6103   -1.4847   -1.1666   -1.3346   -1.4100 -1.4839   -1.3940   -0.6705   -0.0993    0.3507    0.4603    0.3424    0.2244    0.1094   -0.0021   -0.1136   -0.1733   -0.2332   -0.2930   -0.3528   -0.4127    -0.4618   -0.5108   -0.5149   -0.5201   -0.5194   -0.5688
30.4814   30.4989   30.4147   30.4581   30.7834   31.8835   32.3294   32.6189 32.9093   33.5459   34.3135   34.5911   34.7909   34.8295   34.8452   34.8607  34.8720   34.8786   34.8853   34.8922   34.8987   34.9051   34.9115   34.9179  34.9314   34.9452   34.9487   34.9574   34.9686   34.9686
 -1.6439   -1.6483   -1.6438   -1.6103   -1.4847   -1.1666   -1.3346   -1.4100 -1.4839   -1.3940   -0.6705   -0.0993    0.3507    0.4603    0.3424    0.2244    0.1094   -0.0021   -0.1136   -0.1733   -0.2332   -0.2930   -0.3528   -0.4127    -0.4618   -0.5108   -0.5149   -0.5201   -0.5194   -0.5688
30.4814   30.4989   30.4147   30.4581   30.7834   31.8835   32.3294   32.6189 32.9093   33.5459   34.3135   34.5911   34.7909   34.8295   34.8452   34.8607  34.8720   34.8786   34.8853   34.8922   34.8987   34.9051   34.9115   34.9179  34.9314   34.9452   34.9487   34.9574   34.9686   34.9686
 -1.6439   -1.6483   -1.6438   -1.6103   -1.4847   -1.1666   -1.3346   -1.4100 -1.4839   -1.3940   -0.6705   -0.0993    0.3507    0.4603    0.3424    0.2244    0.1094   -0.0021   -0.1136   -0.1733   -0.2332   -0.2930   -0.3528   -0.4127    -0.4618   -0.5108   -0.5149   -0.5201   -0.5194   -0.5688
30.4814   30.4989   30.4147   30.4581   30.7834   31.8835   32.3294   32.6189 32.9093   33.5459   34.3135   34.5911   34.7909   34.8295   34.8452   34.8607  34.8720   34.8786   34.8853   34.8922   34.8987   34.9051   34.9115   34.9179  34.9314   34.9452   34.9487   34.9574   34.9686   34.9686




