 DAM TYPE 1
  3428  4689  8.00  8.00   1000.  0.0000
  3234  4690  8.00  8.00   1000.  0.0000
  3029  4691  8.00  8.00   1000.  0.0000
  2814  4692  8.00  8.00   1000.  0.0000
  2584  4693  8.00  8.00   1000.  0.0000
  2583  4694  8.00  8.00   1000.  0.0000
  2349  4695  8.00  8.00   1000.  0.0000
  2111  4696  8.00  8.00   1000.  0.0000
  2110  4697  8.00  8.00   1000.  0.0000
  2109  4698  8.00  8.00   1000.  0.0000
  2108  4699  8.00  8.00   1000.  0.0000
  2107  4700  8.00  8.00   1000.  0.0000
  2106  4701  8.00  8.00   1000.  0.0000
  2105  4702  8.00  8.00   1000.  0.0000
  2104  4703  8.00  8.00   1000.  0.0000
  2103  4704  8.00  8.00   1000.  0.0000
  2102  4705  8.00  8.00   1000.  0.0000
  2101  4706  8.00  8.00   1000.  0.0000
  2100  4707  8.00  8.00   1000.  0.0000
  2099  4708  8.00  8.00   1000.  0.0000
  2098  4709  8.00  8.00   1000.  0.0000
  2097  4710  8.00  8.00   1000.  0.0000
  2096  4711  8.00  8.00   1000.  0.0000
  2095  4712  8.00  8.00   1000.  0.0000
  2094  4713  8.00  8.00   1000.  0.0000
  2093  4714  8.00  8.00   1000.  0.0000
  2092  4715  8.00  8.00   1000.  0.0000
  2091  4716  8.00  8.00   1000.  0.0000
  2090  4717  8.00  8.00   1000.  0.0000
  2089  4718  8.00  8.00   1000.  0.0000
  2322  4719  8.00  8.00   1000.  0.0000
  2321  4720  8.00  8.00   1000.  0.0000
  2320  4721  8.00  8.00   1000.  0.0000
  2083  4722  8.00  8.00   1000.  0.0000
  2082  4723  8.00  8.00   1000.  0.0000
  2081  4724  8.00  8.00   1000.  0.0000
  2080  4725  8.00  8.00   1000.  0.0000
  2079  4726  8.00  8.00   1000.  0.0000
  2078  4727  8.00  8.00   1000.  0.0000
  2077  4728  8.00  8.00   1000.  0.0000
  2076  4729  8.00  8.00   1000.  0.0000
  2075  4730  8.00  8.00   1000.  0.0000
  2074  4731  8.00  8.00   1000.  0.0000
  2073  4732  8.00  8.00   1000.  0.0000
  2072  4733  8.00  8.00   1000.  0.0000
  2071  4734  8.00  8.00   1000.  0.0000
  2070  4735  8.00  8.00   1000.  0.0000
  2069  4736  8.00  8.00   1000.  0.0000
  2300  4737  8.00  8.00   1000.  0.0000
  2299  4738  8.00  8.00   1000.  0.0000
  2298  4739  8.00  8.00   1000.  0.0000
  2064  4740  8.00  8.00   1000.  0.0000
  2295  4741  8.00  8.00   1000.  0.0000
  2293  4742  8.00  8.00   1000.  0.0000
  2292  4743  8.00  8.00   1000.  0.0000
  2059  4744  8.00  8.00   1000.  0.0000
  2289  4745  8.00  8.00   1000.  0.0000
  2056  4746  8.00  8.00   1000.  0.0000
  2055  4747  8.00  8.00   1000.  0.0000
