     204
    5084    5219       1
    5082    5349       1
    4929    5485       1
    4756    5630       1
    4561    5775       1
    4373    5926       1
    4371    6086       1
    4201    6255       1
    3917    6256       1
    3915    6258       1
    3913    6260       1
    3911    6262       1
    3909    6264       1
    3907    6432       1
    3905    6581       1
    3903    6583       1
    3901    6726       1
    3899    6870       1
    3897    6871       1
    3896    7020       1
    3894    7174       1
    3892    7318       1
    3890    7462       1
    3888    7606       1
    3886    7753       1
    3884    7755       1
    3882    7896       1
    3881    8021       1
    3879    8132       1
    3877    8134       1
    4200    8249       1
    4198    8791       1
    4196    8927       1
    4194    8928       1
    4192    8930       1
    3864    9062       1
    3863    9064       1
    3861    9153       1
    3859    9155       1
    3857    9209       1
    3855    9236       1
    3853    9250       1
    3851    9249       1
    3849    9235       1
    3847    9208       1
    3846    9150       1
    3844    9152       1
    3842    9061       1
    3840    8915       1
    4191    8917       1
    4189    8919       1
    4187    8921       1
    4185    8922       1
    4184    8924       1
    4182    8926       1
    4180    8131       1
    4179    8020       1
    4177    7895       1
    4176    7752       1
    4174    7605       1
    3816    7455       1
    3814    7457       1
    3812    7459       1
    3810    7461       1
    3808    7315       1
    3806    7317       1
    3804    7173       1
    3802    7019       1
    3800    6869       1
    3799    6725       1
    3797    6580       1
    3795    6419       1
    3793    6421       1
    3791    6423       1
    3789    6425       1
    3787    6427       1
    3785    6429       1
    3783    6431       1
    4173    6254       1
    4172    6085       1
    4370    5925       1
    4560    5774       1
    4753    5629       1
    4927    5484       1
    5081    5348       1
    5217    5218       1
    8250    8790       1
    8138    8641       1
    8140    8506       1
    8031    8382       1
    7908    8263       1
    7910    8150       1
    7771    8037       1
    7773    7911       1
    8130    8766       1
    8016    8620       1
    8014    8488       1
    7887    8366       1
    7885    8248       1
    7883    8129       1
    7881    8013       1
    7736    7880       1
    5040    5162       2
    4884    5291       2
    4701    5423       2
    4703    5565       2
    4507    5702       2
    4315    5846       2
    4012    6003       2
    3590    6167       2
    3214    6338       2
    3591    6336       2
    3593    6334       2
    3595    6332       2
    3596    6330       2
    3598    6328       2
    3600    6496       2
    3602    6646       2
    3604    6791       2
    3606    6938       2
    3608    7090       2
    4013    7088       2
    4015    7243       2
    4017    7387       2
    4019    7534       2
    4021    7678       2
    4023    7677       2
    4025    7675       2
    4027    7824       2
    4029    7958       2
    4031    8080       2
    4033    8193       2
    4035    8305       2
    4037    9005       2
    4039    9003       2
    4041    9001       2
    4043    8999       2
    4045    8997       2
    4046    8996       2
    4048    8994       2
    4050    9111       2
    4052    9187       2
    4054    9224       2
    4056    9245       2
    4058    9243       2
    4060    9246       2
    4062    9225       2
    4064    9188       2
    4066    9113       2
    4068    9112       2
    4070    9006       2
    4072    8854       2
    4074    8852       2
    4076    8850       2
    4078    8848       2
    4080    8846       2
    4081    8844       2
    4083    8842       2
    4085    7961       2
    4087    7959       2
    4089    7825       2
    4091    7682       2
    4093    7680       2
    4095    7679       2
    4097    7535       2
    4099    7388       2
    4101    7244       2
    4102    7101       2
    4104    6950       2
    4106    6803       2
    4107    6662       2
    4109    6661       2
    4111    6659       2
    4113    6657       2
    3709    6517       2
    3711    6516       2
    3713    6514       2
    3714    6512       2
    3716    6510       2
    3718    6508       2
    4114    6359       2
    4316    6187       2
    4508    6023       2
    4704    5866       2
    4885    5721       2
    5041    5583       2
    5042    5442       2
    5182    5310       2
    8304    8841       2
    8302    8687       2
    8187    8548       2
    8072    8422       2
    7948    8301       2
    7946    8186       2
    7810    8071       2
    7808    7945       2
    7962    8699       2
    7964    8558       2
    7966    8431       2
    7834    8313       2
    7836    8199       2
    7838    8085       2
    7696    7970       2
    7698    7839       2
