 ! THIN DAM
           6
 TD        2707           1
 TD        2706           1
 TD        2630           1
 TD        2546           1
 TD        2452           1
 TD        2349           1
 TD        2348           1
 TD        2255           1
 TD        2109           1
 TD        2108           1
 TD        2107           1
 TD        2106           1
 TD        2105           1
 TD        2104           1
 TD        2103           1
 TD        2102           1
 TD        2101           1
 TD        2100           1
 TD        2099           1
 TD        2098           1
 TD        2097           1
 TD        2096           1
 TD        2095           1
 TD        2094           1
 TD        2093           1
 TD        2092           1
 TD        2091           1
 TD        2090           1
 TD        2089           1
 TD        2088           1
 TD        2087           1
 TD        4384           1
 TD        2253           1
 TD        2252           1
 TD        2251           1
 TD        2081           1
 TD        2080           1
 TD        2079           1
 TD        2078           1
 TD        2077           1
 TD        2076           1
 TD        2075           1
 TD        2074           1
 TD        2073           1
 TD        2072           1
 TD        2071           1
 TD        2070           1
 TD        2069           1
 TD        2068           1
 TD        2067           1
 TD        2250           1
 TD        2249           1
 TD        2248           1
 TD        2062           1
 TD        2247           1
 TD        4662           1
 TD        2245           1
 TD        2244           1
 TD        2057           1
 TD        2243           1
 TD        2054           1
 TD        2053           1
 TD        2052           1
 TD        2051           1
 TD        2050           1
 TD        2049           1
 TD        2048           1
 TD        2047           1
 TD        2046           1
 TD        2045           1
 TD        2044           1
 TD        2043           1
 TD        2042           1
 TD        2041           1
 TD        2040           1
 TD        2039           1
 TD        2038           1
 TD        2037           1
 TD        2036           1
 TD        2242           1
 TD        2241           1
 TD        2347           1
 TD        2450           1
 TD        2544           1
 TD        2629           1
 TD        2705           1
 TD       -2703           1
 TD        4384           1
 TD        4596           1
 TD        4522           1
 TD        4456           1
 TD        4392           1
 TD        4330           1
 TD        4268           1
 TD        4201           1
 TD       -4124           1
 TD        4662           1
 TD        4255           1
 TD        4254           1
 TD        4187           1
 TD        4186           1
 TD        4185           1
 TD        4184           1
 TD        4104           1
 TD       -4103           1
 TD        2673           2
 TD        2746           2
 TD        2812           2
 TD        2883           2
 TD        2958           2
 TD        3029           2
 TD        3108           2
 TD        3192           2
 TD        3278           2
 TD        3369           2
 TD        3368           2
 TD        3367           2
 TD        3366           2
 TD        3365           2
 TD        3364           2
 TD        3452           2
 TD        3531           2
 TD        3609           2
 TD        3687           2
 TD        3768           2
 TD        3767           2
 TD        3847           2
 TD        3921           2
 TD        3998           2
 TD        4073           2
 TD        4072           2
 TD        4071           2
 TD        4150           2
 TD        4225           2
 TD        4291           2
 TD        4353           2
 TD        2174           2
 TD        4785           2
 TD        4784           2
 TD        4783           2
 TD        4782           2
 TD        4781           2
 TD        4780           2
 TD        4779           2
 TD        4832           2
 TD        4864           2
 TD        4880           2
 TD        4889           2
 TD        4888           2
 TD        4881           2
 TD        4865           2
 TD        4834           2
 TD        4833           2
 TD        4786           2
 TD        4709           2
 TD        4708           2
 TD        4707           2
 TD        4706           2
 TD        4705           2
 TD        4704           2
 TD        4703           2
 TD        2198           2
 TD        4226           2
 TD        4151           2
 TD        4076           2
 TD        4075           2
 TD        4074           2
 TD        3999           2
 TD        3922           2
 TD        3848           2
 TD        3774           2
 TD        3694           2
 TD        3616           2
 TD        3541           2
 TD        3540           2
 TD        3539           2
 TD        3538           2
 TD        3463           2
 TD        3458           2
 TD        3462           2
 TD        3461           2
 TD        3460           2
 TD        3459           2
 TD        3381           2
 TD        3289           2
 TD        3203           2
 TD        3119           2
 TD        3040           2
 TD        2968           2
 TD        2895           2
 TD        2823           2
 TD       -2756           2
 TD        2174           2
 TD        4413           2
 TD        4350           2
 TD        4287           2
 TD        4220           2
 TD        4219           2
 TD        4143           2
 TD        4142           2
 TD       -4141           2
 TD        2198           2
 TD        4550           2
 TD        4482           2
 TD        4419           2
 TD        4357           2
 TD        4294           2
 TD        4232           2
 TD        4160           2
 TD       -4085           2
