  DAM TYPE 1
         194
  2706  2776   5.000   5.000
  2630  2844   5.000   5.000
  2546  2918   5.000   5.000
  2452  2994   5.000   5.000
  2349  3070   5.000   5.000
  2348  3151   5.000   5.000
  2255  3236   5.000   5.000
  2109  3326   5.000   5.000
  2108  3327   5.000   5.000
  2107  3328   5.000   5.000
  2106  3329   5.000   5.000
  2105  3330   5.000   5.000
  2104  3331   5.000   5.000
  2103  3419   5.000   5.000
  2102  3497   5.000   5.000
  2101  3498   5.000   5.000
  2100  3575   5.000   5.000
  2099  3651   5.000   5.000
  2098  3652   5.000   5.000
  2097  3731   5.000   5.000
  2096  3812   5.000   5.000
  2095  3886   5.000   5.000
  2094  3961   5.000   5.000
  2093  4036   5.000   5.000
  2092  4113   5.000   5.000
  2091  4114   5.000   5.000
  2090  4192   5.000   5.000
  2089  4258   5.000   5.000
  2088  4320   5.000   5.000
  2087  4321   5.000   5.000
  2253  4676   5.000   5.000
  2252  4748   5.000   5.000
  2251  4749   5.000   5.000
  2081  4750   5.000   5.000
  2080  4810   5.000   5.000
  2079  4811   5.000   5.000
  2078  4852   5.000   5.000
  2077  4853   5.000   5.000
  2076  4873   5.000   5.000
  2075  4886   5.000   5.000
  2074  4890   5.000   5.000
  2073  4885   5.000   5.000
  2072  4872   5.000   5.000
  2071  4850   5.000   5.000
  2070  4851   5.000   5.000
  2069  4809   5.000   5.000
  2068  4741   5.000   5.000
  2067  4742   5.000   5.000
  2250  4743   5.000   5.000
  2249  4744   5.000   5.000
  2248  4745   5.000   5.000
  2062  4746   5.000   5.000
  2247  4747   5.000   5.000
  2245  4257   5.000   5.000
  2244  4191   5.000   5.000
  2057  4112   5.000   5.000
  2243  4035   5.000   5.000
  2054  3957   5.000   5.000
  2053  3958   5.000   5.000
  2052  3959   5.000   5.000
  2051  3960   5.000   5.000
  2050  3884   5.000   5.000
  2049  3885   5.000   5.000
  2048  3811   5.000   5.000
  2047  3730   5.000   5.000
  2046  3650   5.000   5.000
  2045  3574   5.000   5.000
  2044  3496   5.000   5.000
  2043  3412   5.000   5.000
  2042  3413   5.000   5.000
  2041  3414   5.000   5.000
  2040  3415   5.000   5.000
  2039  3416   5.000   5.000
  2038  3417   5.000   5.000
  2037  3418   5.000   5.000
  2036  3325   5.000   5.000
  2242  3235   5.000   5.000
  2241  3150   5.000   5.000
  2347  3069   5.000   5.000
  2450  2993   5.000   5.000
  2544  2917   5.000   5.000
  2629  2843   5.000   5.000
  2705  2774   5.000   5.000
