      1 -9.95185000e+003 9.80170000e+002 1.00000000e+001
      2 -9.80785000e+003 1.95090000e+003 1.00000000e+001
      3 -9.56940000e+003 2.90285000e+003 1.00000000e+001
      4 -9.23879000e+003 3.82683000e+003 1.00000000e+001
      5 -8.81921000e+003 4.71397000e+003 1.00000000e+001
      6 -8.31470000e+003 5.55570000e+003 1.00000000e+001
      7 -7.73010000e+003 6.34393000e+003 1.00000000e+001
      8 -7.07107000e+003 7.07107000e+003 1.00000000e+001
      9 -6.34393000e+003 7.73010000e+003 1.00000000e+001
     10 -5.55570000e+003 8.31470000e+003 1.00000000e+001
     11 -4.71397000e+003 8.81921000e+003 1.00000000e+001
     12 -3.82683000e+003 9.23879000e+003 1.00000000e+001
     13 -2.90285000e+003 9.56940000e+003 1.00000000e+001
     14 -1.95090000e+003 9.80785000e+003 1.00000000e+001
     15 -9.80170000e+002 9.95185000e+003 1.00000000e+001
     16 0.00000000e+000 1.00000000e+004 1.00000000e+001
     17 9.80170000e+002 9.95185000e+003 1.00000000e+001
     18 1.95090000e+003 9.80785000e+003 1.00000000e+001
     19 2.90285000e+003 9.56940000e+003 1.00000000e+001
     20 3.82683000e+003 9.23879000e+003 1.00000000e+001
     21 4.71397000e+003 8.81921000e+003 1.00000000e+001
     22 5.55570000e+003 8.31470000e+003 1.00000000e+001
     23 6.34393000e+003 7.73010000e+003 1.00000000e+001
     24 7.07107000e+003 7.07107000e+003 1.00000000e+001
     25 7.73010000e+003 6.34393000e+003 1.00000000e+001
     26 8.31470000e+003 5.55570000e+003 1.00000000e+001
     27 8.81921000e+003 4.71397000e+003 1.00000000e+001
     28 9.23879000e+003 3.82683000e+003 1.00000000e+001
     29 9.56940000e+003 2.90285000e+003 1.00000000e+001
     30 9.80785000e+003 1.95090000e+003 1.00000000e+001
     31 9.95185000e+003 9.80170000e+002 1.00000000e+001
     32 1.00000000e+004 0.00000000e+000 1.00000000e+001
     33 9.95185000e+003 -9.80170000e+002 1.00000000e+001
     34 9.80785000e+003 -1.95090000e+003 1.00000000e+001
     35 9.56940000e+003 -2.90285000e+003 1.00000000e+001
     36 9.23879000e+003 -3.82683000e+003 1.00000000e+001
     37 8.81921000e+003 -4.71397000e+003 1.00000000e+001
     38 8.31470000e+003 -5.55570000e+003 1.00000000e+001
     39 7.73010000e+003 -6.34393000e+003 1.00000000e+001
     40 7.07107000e+003 -7.07107000e+003 1.00000000e+001
     41 6.34393000e+003 -7.73010000e+003 1.00000000e+001
     42 5.55570000e+003 -8.31470000e+003 1.00000000e+001
     43 4.71397000e+003 -8.81921000e+003 1.00000000e+001
     44 3.82683000e+003 -9.23879000e+003 1.00000000e+001
     45 2.90285000e+003 -9.56940000e+003 1.00000000e+001
     46 1.95090000e+003 -9.80785000e+003 1.00000000e+001
     47 9.80170000e+002 -9.95185000e+003 1.00000000e+001
     48 0.00000000e+000 -1.00000000e+004 1.00000000e+001
     49 -9.80170000e+002 -9.95185000e+003 1.00000000e+001
     50 -1.95090000e+003 -9.80785000e+003 1.00000000e+001
     51 -2.90285000e+003 -9.56940000e+003 1.00000000e+001
     52 -3.82683000e+003 -9.23879000e+003 1.00000000e+001
     53 -4.71397000e+003 -8.81921000e+003 1.00000000e+001
     54 -5.55570000e+003 -8.31470000e+003 1.00000000e+001
     55 -6.34393000e+003 -7.73010000e+003 1.00000000e+001
     56 -7.07107000e+003 -7.07107000e+003 1.00000000e+001
     57 -7.73010000e+003 -6.34393000e+003 1.00000000e+001
     58 -8.31470000e+003 -5.55570000e+003 1.00000000e+001
     59 -8.81921000e+003 -4.71397000e+003 1.00000000e+001
     60 -9.23879000e+003 -3.82683000e+003 1.00000000e+001
     61 -9.56940000e+003 -2.90285000e+003 1.00000000e+001
     62 -9.80785000e+003 -1.95090000e+003 1.00000000e+001
     63 -9.95185000e+003 -9.80170000e+002 1.00000000e+001
     64 -1.00000000e+004 0.00000000e+000 1.00000000e+00
      1 -9.95185000e+003 9.80170000e+002 1.00000000e+001
