   56.00000      0.0000000E+00
   56.99049      -1.041050    
   57.00000      0.0000000E+00
   56.00000      0.0000000E+00
 NaN NaN
   56.06948      0.9052727    
   56.00000      0.0000000E+00
   57.00000      0.0000000E+00
   56.06948      0.9052727    
 NaN NaN
   56.99049       1.041050    
   56.06948      0.9052727    
   57.00000      0.0000000E+00
   56.99049       1.041050    
 NaN NaN
   56.06282       1.899861    
   56.06948      0.9052727    
   56.99049       1.041050    
   56.06282       1.899861    
 NaN NaN
   56.96197       2.081760    
   56.06282       1.899861    
   56.99049       1.041050    
   56.96197       2.081760    
 NaN NaN
   56.01691       2.931014    
   56.06282       1.899861    
   56.96197       2.081760    
   56.01691       2.931014    
 NaN NaN
   56.91445       3.121760    
   56.01691       2.931014    
   56.96197       2.081760    
   56.91445       3.121760    
 NaN NaN
   55.95254       3.964085    
   56.01691       2.931014    
   56.91445       3.121760    
   55.95254       3.964085    
 NaN NaN
   55.95254       3.964085    
   56.91445       3.121760    
   56.84794       4.160730    
   55.95254       3.964085    
 NaN NaN
   55.95254       3.964085    
   56.84794       4.160730    
   55.86932       4.997162    
   55.95254       3.964085    
 NaN NaN
   55.86932       4.997162    
   56.84794       4.160730    
   56.76246       5.198310    
   55.86932       4.997162    
 NaN NaN
   55.76702       6.029527    
   55.86932       4.997162    
   56.76246       5.198310    
   55.76702       6.029527    
 NaN NaN
   55.76702       6.029527    
   56.76246       5.198310    
   56.65805       6.234160    
   55.76702       6.029527    
 NaN NaN
   55.64590       7.059882    
   55.76702       6.029527    
   56.65805       6.234160    
   55.64590       7.059882    
 NaN NaN
   55.64590       7.059882    
   56.65805       6.234160    
   56.53474       7.267920    
   55.64590       7.059882    
 NaN NaN
   56.53474       7.267920    
   55.50757       8.088128    
   55.64590       7.059882    
   56.53474       7.267920    
 NaN NaN
   55.50757       8.088128    
   56.53474       7.267920    
   56.39257       8.299270    
   55.50757       8.088128    
 NaN NaN
   55.36464       9.100389    
   55.50757       8.088128    
   56.39257       8.299270    
   55.36464       9.100389    
 NaN NaN
   56.23159       9.327840    
   55.36464       9.100389    
   56.39257       8.299270    
   56.23159       9.327840    
 NaN NaN
   55.18706       10.14094    
   55.36464       9.100389    
   56.23159       9.327840    
   55.18706       10.14094    
 NaN NaN
   56.05184       10.35330    
   55.18706       10.14094    
   56.23159       9.327840    
   56.05184       10.35330    
 NaN NaN
   54.96913       11.16322    
   55.18706       10.14094    
   56.05184       10.35330    
   54.96913       11.16322    
 NaN NaN
   55.85340       11.37531    
   54.96913       11.16322    
   56.05184       10.35330    
   55.85340       11.37531    
 NaN NaN
   54.74560       12.18093    
   54.96913       11.16322    
   55.85340       11.37531    
   54.74560       12.18093    
 NaN NaN
   55.63632       12.39352    
   54.74560       12.18093    
   55.85340       11.37531    
   55.63632       12.39352    
 NaN NaN
   54.68873       13.22734    
   54.74560       12.18093    
   55.63632       12.39352    
   54.68873       13.22734    
 NaN NaN
   54.68873       13.22734    
   55.63632       12.39352    
   55.40069       13.40760    
   54.68873       13.22734    
 NaN NaN
   55.40069       13.40760    
   55.14657       14.41720    
   54.68873       13.22734    
   55.40069       13.40760    
 NaN NaN
   54.68873       13.22734    
   55.14657       14.41720    
   54.19768       14.04165    
   54.68873       13.22734    
 NaN NaN
   54.03782       14.97459    
   54.19768       14.04165    
   55.14657       14.41720    
   54.03782       14.97459    
 NaN NaN
   55.14657       14.41720    
   54.87405       15.42200    
   54.03782       14.97459    
   55.14657       14.41720    
 NaN NaN
   54.87405       15.42200    
   53.82699       16.09464    
   54.03782       14.97459    
   54.87405       15.42200    
 NaN NaN
   54.87405       15.42200    
   54.58323       16.42165    
   53.82699       16.09464    
   54.87405       15.42200    
 NaN NaN
   53.39549       17.16241    
   53.82699       16.09464    
   54.58323       16.42165    
   53.39549       17.16241    
 NaN NaN
   54.27420       17.41582    
   53.39549       17.16241    
   54.58323       16.42165    
   54.27420       17.41582    
 NaN NaN
   53.94707       18.40418    
   53.39549       17.16241    
   54.27420       17.41582    
   53.94707       18.40418    
 NaN NaN
   53.39549       17.16241    
   53.94707       18.40418    
   53.06461       18.17552    
   53.39549       17.16241    
 NaN NaN
   53.60193       19.38641    
   53.06461       18.17552    
   53.94707       18.40418    
   53.60193       19.38641    
 NaN NaN
   53.60193       19.38641    
   52.71711       19.15927    
   53.06461       18.17552    
   53.60193       19.38641    
 NaN NaN
   53.23892       20.36216    
   52.71711       19.15927    
   53.60193       19.38641    
   53.23892       20.36216    
 NaN NaN
   52.35270       20.13386    
   52.71711       19.15927    
   53.23892       20.36216    
   52.35270       20.13386    
 NaN NaN
   52.85814       21.33112    
   52.35270       20.13386    
   53.23892       20.36216    
   52.85814       21.33112    
 NaN NaN
   51.97043       21.10112    
   52.35270       20.13386    
   52.85814       21.33112    
   51.97043       21.10112    
 NaN NaN
   51.97043       21.10112    
   52.85814       21.33112    
   52.45973       22.29297    
   51.97043       21.10112    
 NaN NaN
   51.57032       22.06109    
   51.97043       21.10112    
   52.45973       22.29297    
   51.57032       22.06109    
 NaN NaN
   52.04382       23.24738    
   51.57032       22.06109    
   52.45973       22.29297    
   52.04382       23.24738    
 NaN NaN
   52.04382       23.24738    
   51.15247       23.01350    
   51.57032       22.06109    
   52.04382       23.24738    
 NaN NaN
   51.61055       24.19403    
   51.15247       23.01350    
   52.04382       23.24738    
   51.61055       24.19403    
 NaN NaN
   51.61055       24.19403    
   50.71702       23.95804    
   51.15247       23.01350    
   51.61055       24.19403    
 NaN NaN
   51.16006       25.13262    
   50.71702       23.95804    
   51.61055       24.19403    
   51.16006       25.13262    
 NaN NaN
   51.16006       25.13262    
   50.26412       24.89437    
   50.71702       23.95804    
   51.16006       25.13262    
 NaN NaN
   50.69250       26.06281    
   50.26412       24.89437    
   51.16006       25.13262    
   50.69250       26.06281    
 NaN NaN
   50.26412       24.89437    
   50.69250       26.06281    
   49.79394       25.82217    
   50.26412       24.89437    
 NaN NaN
   49.79394       25.82217    
   50.69250       26.06281    
   50.20804       26.98432    
   49.79394       25.82217    
 NaN NaN
   50.20804       26.98432    
   49.30662       26.74111    
   49.79394       25.82217    
   50.20804       26.98432    
 NaN NaN
   49.30662       26.74111    
   50.20804       26.98432    
   49.70682       27.89682    
   49.30662       26.74111    
 NaN NaN
   49.30662       26.74111    
   49.70682       27.89682    
   48.80234       27.65088    
   49.30662       26.74111    
 NaN NaN
   49.70682       27.89682    
   49.18902       28.80001    
   48.80234       27.65088    
   49.70682       27.89682    
 NaN NaN
   48.28125       28.55116    
   48.80234       27.65088    
   49.18902       28.80001    
   48.28125       28.55116    
 NaN NaN
   48.28125       28.55116    
   49.18902       28.80001    
   48.65480       29.69360    
   48.28125       28.55116    
 NaN NaN
   47.74357       29.44164    
   48.28125       28.55116    
   48.65480       29.69360    
   47.74357       29.44164    
 NaN NaN
   48.10436       30.57728    
   47.74357       29.44164    
   48.65480       29.69360    
   48.10436       30.57728    
 NaN NaN
   47.18945       30.32202    
   47.74357       29.44164    
   48.10436       30.57728    
   47.18945       30.32202    
 NaN NaN
   47.18945       30.32202    
   48.10436       30.57728    
   47.53788       31.45076    
   47.18945       30.32202    
 NaN NaN
   47.53788       31.45076    
   46.61911       31.19198    
   47.18945       30.32202    
   47.53788       31.45076    
 NaN NaN
   46.61911       31.19198    
   47.53788       31.45076    
   46.95553       32.31375    
   46.61911       31.19198    
 NaN NaN
   46.61911       31.19198    
   46.95553       32.31375    
   46.03272       32.05123    
   46.61911       31.19198    
 NaN NaN
   46.35752       33.16596    
   46.03272       32.05123    
   46.95553       32.31375    
   46.35752       33.16596    
 NaN NaN
   45.43049       32.89946    
   46.03272       32.05123    
   46.35752       33.16596    
   45.43049       32.89946    
 NaN NaN
   45.43049       32.89946    
   46.35752       33.16596    
   45.74404       34.00710    
   45.43049       32.89946    
 NaN NaN
   45.74404       34.00710    
   44.81263       33.73640    
   45.43049       32.89946    
   45.74404       34.00710    
 NaN NaN
   45.11530       34.83690    
   44.81263       33.73640    
   45.74404       34.00710    
   45.11530       34.83690    
 NaN NaN
   45.11530       34.83690    
   44.17935       34.56174    
   44.81263       33.73640    
   45.11530       34.83690    
 NaN NaN
   44.47151       35.65508    
   44.17935       34.56174    
   45.11530       34.83690    
   44.47151       35.65508    
 NaN NaN
   44.17935       34.56174    
   44.47151       35.65508    
   43.53087       35.37521    
   44.17935       34.56174    
 NaN NaN
   43.53087       35.37521    
   44.47151       35.65508    
   43.81289       36.46136    
   43.53087       35.37521    
 NaN NaN
   43.81289       36.46136    
   42.86741       36.17652    
   43.53087       35.37521    
   43.81289       36.46136    
 NaN NaN
   42.86741       36.17652    
   43.81289       36.46136    
   43.13964       37.25548    
   42.86741       36.17652    
 NaN NaN
   42.86741       36.17652    
   43.13964       37.25548    
   42.18921       36.96539    
   42.86741       36.17652    
 NaN NaN
   43.13964       37.25548    
   42.45202       38.03717    
   42.18921       36.96539    
   43.13964       37.25548    
 NaN NaN
   41.49648       37.74155    
   42.18921       36.96539    
   42.45202       38.03717    
   41.49648       37.74155    
 NaN NaN
   41.49648       37.74155    
   42.45202       38.03717    
   41.75022       38.80617    
   41.49648       37.74155    
 NaN NaN
   40.78948       38.50473    
   41.49648       37.74155    
